minutes_roll_3,api_shots_total_roll_3,threat_roll_5,element,value,assists_roll_5,bonus_roll_3,goals_conceded_roll_5,ict_index_roll_5,threat_roll_3,influence_roll_5,total_points_roll_5,api_minutes_roll_5,next_was_home,api_minutes_roll_3,ict_index_roll_3,goals_scored_roll_5,api_key_passes_roll_5,api_goals_roll_3,total_points_roll_3,round,api_goals_roll_5,minutes_roll_5,assists_roll_3,influence_roll_3,api_shots_on_roll_3,api_key_passes_roll_3,goals_conceded_roll_3,api_assists_roll_3,bps_roll_3,goals_scored_roll_3,api_assists_roll_5,api_shots_total_roll_5,api_shots_on_roll_5,bonus_roll_5,bps_roll_5,next_opponent_strength,target_points
86.0,0.0,22.4,249,78,0.6,0.6666666666666666,1.4,7.660000000000001,6.333333333333333,32.64,7.0,87.8,True,86.33333333333333,4.0,0.4,1.4,0.0,3.6666666666666665,6,0.4,87.6,0.3333333333333333,12.533333333333333,0.0,1.3333333333333333,2.0,0.3333333333333333,12.666666666666666,0.0,0.6,1.0,0.6,1.6,28.4,4.0,2.0
84.33333333333333,0.0,14.8,249,77,0.2,0.0,1.4,4.76,4.0,17.479999999999997,4.4,84.6,False,84.66666666666667,2.466666666666667,0.2,1.0,0.0,2.0,7,0.2,84.2,0.0,5.533333333333334,0.0,1.0,2.0,0.0,5.666666666666667,0.0,0.2,0.4,0.4,1.0,17.6,3.0,2.0
84.33333333333333,0.3333333333333333,5.8,249,76,0.2,0.0,1.4,3.2399999999999998,3.3333333333333335,8.559999999999999,3.0,84.6,True,84.66666666666667,2.6999999999999997,0.0,1.2,0.0,2.0,8,0.0,84.2,0.0,4.6000000000000005,0.0,1.3333333333333333,1.3333333333333333,0.0,7.0,0.0,0.2,0.2,0.0,0.4,10.6,3.0,2.0
82.33333333333333,0.3333333333333333,4.8,249,75,0.0,0.0,1.4,2.84,5.333333333333333,6.44,2.0,85.8,False,83.0,2.4,0.0,1.2,0.0,2.0,9,0.0,85.4,0.0,5.2,0.0,1.0,0.6666666666666666,0.0,6.666666666666667,0.0,0.0,0.2,0.0,0.0,6.6,3.0,9.0
88.0,2.0,21.8,249,74,0.0,1.0,1.0,5.7,35.0,16.36,3.4,85.8,True,88.33333333333333,8.066666666666665,0.2,1.4,0.3333333333333333,4.333333333333333,10,0.2,85.4,0.0,24.400000000000002,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.0,20.0,0.3333333333333333,0.0,1.2,1.0,0.6,14.0,3.0,7.0
85.33333333333333,2.6666666666666665,30.8,249,74,0.0,1.3333333333333333,0.4,7.24,48.0,22.44,4.4,84.4,False,86.0,10.666666666666664,0.4,1.4,0.6666666666666666,6.0,11,0.4,83.8,0.0,35.666666666666664,2.3333333333333335,1.6666666666666667,0.3333333333333333,0.0,29.333333333333332,0.6666666666666666,0.0,1.8,1.4,0.8,20.6,3.0,1.0
17.0,1.0,19.0,250,65,0.0,0.0,0.0,2.6,19.0,5.4,1.0,18.0,False,18.0,2.6,0.0,0.0,0.0,1.0,1,0.0,17.0,0.0,5.4,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,2.0
39.0,1.0,19.0,250,65,0.0,0.0,0.5,2.5,19.0,4.0,1.5,40.0,True,40.0,2.5,0.0,0.0,0.0,1.5,2,0.0,39.0,0.0,4.0,1.0,0.0,0.5,0.0,5.5,0.0,0.0,1.0,1.0,0.0,5.5,3.0,1.0
30.333333333333332,0.6666666666666666,14.333333333333334,250,64,0.0,0.0,0.3333333333333333,1.6666666666666667,14.333333333333334,2.6666666666666665,1.3333333333333333,31.333333333333332,False,31.333333333333332,1.6666666666666667,0.0,0.0,0.0,1.3333333333333333,3,0.0,30.333333333333332,0.0,2.6666666666666665,0.6666666666666666,0.0,0.3333333333333333,0.0,4.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,4.0,3.0,0.0
24.666666666666668,0.3333333333333333,10.75,250,63,0.0,0.0,0.25,1.25,8.0,2.0,1.0,23.5,False,25.333333333333332,0.7999999999999999,0.0,0.0,0.0,1.0,4,0.0,22.75,0.0,0.8666666666666667,0.3333333333333333,0.0,0.3333333333333333,0.0,2.6666666666666665,0.0,0.0,0.5,0.5,0.0,3.0,3.0,0.0
4.333333333333333,0.0,8.6,250,63,0.0,0.0,0.2,1.0,1.6666666666666667,1.6,0.8,18.8,True,4.666666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,5,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.4,0.4,0.0,2.4,3.0,0.0
0.0,0.0,4.8,250,62,0.0,0.0,0.2,0.48,0.0,0.52,0.6,15.2,True,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.6,4.0,0.0
0.0,0.0,1.0,250,62,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.8,False,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.0,0.0
0.0,0.0,0.0,250,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,250,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,250,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
21.0,0.3333333333333333,2.4,250,62,0.0,0.0,0.0,0.38,4.0,0.6,0.4,12.8,False,21.333333333333332,0.6333333333333333,0.0,0.0,0.0,0.6666666666666666,11,0.0,12.6,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,3.0,0.0,0.0,0.2,0.2,0.0,1.8,3.0,2.0
0.0,0.0,0.0,251,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,251,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,True,28.0,0.0,0.0,0.5,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,251,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.666666666666664,False,39.666666666666664,0.0,0.0,0.3333333333333333,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,251,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,False,44.0,0.0,0.0,0.25,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,251,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.4,True,55.333333333333336,0.0,0.0,0.6,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,251,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.4,True,49.333333333333336,0.0,0.0,0.6,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
0.0,0.0,0.0,251,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.2,False,75.0,0.0,0.0,0.4,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.3333333333333333,0.0,251,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.2,True,49.333333333333336,0.0,0.0,0.6,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,3.0,0.0
0.0,0.3333333333333333,0.0,251,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.4,False,39.0,0.0,0.0,0.8,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,3.0,0.0
0.0,0.3333333333333333,0.0,251,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.4,True,24.0,0.0,0.0,0.4,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,251,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.4,False,49.666666666666664,0.0,0.0,0.4,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,252,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
5.0,0.5,3.0,252,45,0.0,0.0,0.5,0.3,3.0,0.0,0.5,5.5,True,5.5,0.3,0.0,0.0,0.0,0.5,2,0.0,5.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,3.0,1.0
4.333333333333333,0.3333333333333333,2.0,252,45,0.0,0.0,0.3333333333333333,0.2333333333333333,2.0,0.3333333333333333,0.6666666666666666,8.0,False,8.0,0.2333333333333333,0.0,0.0,0.0,0.6666666666666666,3,0.0,4.333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1.6666666666666667,0.0,0.0,0.3333333333333333,0.0,0.0,1.6666666666666667,3.0,0.0
4.333333333333333,0.3333333333333333,1.5,252,44,0.0,0.0,0.25,0.175,2.0,0.25,0.5,6.0,False,8.0,0.2333333333333333,0.0,0.0,0.0,0.6666666666666666,4,0.0,3.25,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1.6666666666666667,0.0,0.0,0.25,0.0,0.0,1.25,3.0,0.0
1.0,0.0,1.2,252,44,0.0,0.0,0.2,0.13999999999999999,0.0,0.2,0.4,4.8,True,4.333333333333333,0.03333333333333333,0.0,0.0,0.0,0.3333333333333333,5,0.0,2.6,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,1.0,3.0,0.0
0.0,0.0,1.2,252,43,0.0,0.0,0.2,0.13999999999999999,0.0,0.2,0.4,4.8,True,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,4.0,1.0
5.333333333333333,0.3333333333333333,0.8,252,43,0.0,0.0,0.0,0.04,1.3333333333333333,0.2,0.4,5.8,False,5.333333333333333,0.03333333333333333,0.0,0.0,0.0,0.3333333333333333,7,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.2,0.0,0.0,0.8,3.0,1.0
20.333333333333332,1.0,3.2,252,43,0.0,0.0,0.0,0.18,5.333333333333333,0.0,0.4,12.2,True,20.333333333333332,0.3,0.0,0.0,0.0,0.6666666666666666,8,0.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,-1.6666666666666667,0.0,0.0,0.6,0.0,0.0,-1.0,3.0,2.0
45.333333333333336,1.6666666666666667,8.0,252,43,0.0,0.0,0.2,0.6399999999999999,13.333333333333334,0.0,0.8,27.4,False,45.666666666666664,1.0666666666666667,0.0,0.0,0.0,1.3333333333333333,9,0.0,27.2,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,-0.3333333333333333,0.0,0.0,1.0,0.2,0.0,-0.2,3.0,0.0
40.0,1.3333333333333333,8.0,252,42,0.0,0.0,0.2,0.6399999999999999,12.0,0.0,0.8,27.4,True,40.333333333333336,1.0333333333333332,0.0,0.0,0.0,1.0,10,0.0,27.2,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,-0.6666666666666666,0.0,0.0,1.0,0.2,0.0,-0.2,3.0,1.0
29.333333333333332,1.3333333333333333,10.8,252,42,0.0,0.0,0.2,0.8399999999999999,12.666666666666666,0.0,1.0,30.0,False,29.666666666666668,1.0999999999999999,0.0,0.0,0.0,1.0,11,0.0,29.8,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,-0.3333333333333333,0.0,0.0,1.4,0.2,0.0,-1.2,3.0,4.0
90.0,2.0,26.0,283,75,0.0,0.0,0.0,4.3,26.0,16.0,1.0,90.0,True,90.0,4.3,0.0,0.0,0.0,1.0,1,0.0,90.0,0.0,16.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,0.0,7.0,3.0,2.0
88.5,2.0,19.5,283,75,0.0,0.0,0.5,2.8499999999999996,19.5,8.2,1.5,89.0,False,89.0,2.8499999999999996,0.0,0.0,0.0,1.5,2,0.0,88.5,0.0,8.2,1.5,0.0,0.5,0.0,7.0,0.0,0.0,2.0,1.5,0.0,7.0,3.0,5.0
87.0,1.6666666666666667,20.0,283,75,0.0,0.0,0.3333333333333333,3.966666666666667,20.0,17.933333333333334,2.6666666666666665,87.66666666666667,True,87.66666666666667,3.966666666666667,0.3333333333333333,0.0,0.3333333333333333,2.6666666666666665,3,0.3333333333333333,87.0,0.0,17.933333333333334,1.3333333333333333,0.0,0.3333333333333333,0.0,12.0,0.3333333333333333,0.0,1.6666666666666667,1.3333333333333333,0.0,12.0,3.0,2.0
87.0,1.6666666666666667,27.5,283,75,0.0,0.0,0.25,4.55,28.0,16.349999999999998,2.5,88.25,False,87.66666666666667,4.633333333333334,0.25,0.0,0.3333333333333333,3.0,4,0.25,87.75,0.0,16.466666666666665,1.3333333333333333,0.0,0.3333333333333333,0.0,11.0,0.3333333333333333,0.0,1.75,1.5,0.0,10.0,3.0,6.0
88.0,1.6666666666666667,30.0,283,76,0.0,0.0,0.4,5.26,37.0,20.52,3.2,88.6,True,88.33333333333333,6.866666666666667,0.4,0.0,0.6666666666666666,4.333333333333333,5,0.4,88.2,0.0,28.733333333333334,1.3333333333333333,0.0,0.3333333333333333,0.0,18.0,0.6666666666666666,0.0,1.8,1.4,0.0,13.6,4.0,2.0
90.0,2.6666666666666665,32.6,283,76,0.0,0.0,0.6,5.64,43.0,18.84,3.4,88.6,False,90.0,6.866666666666667,0.4,0.2,0.3333333333333333,3.3333333333333335,6,0.4,88.2,0.0,18.8,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.0,11.333333333333334,0.3333333333333333,0.0,2.2,1.4,0.0,12.6,3.0,2.0
83.0,3.0,35.8,283,75,0.0,0.0,0.4,6.1,36.0,20.04,3.4,85.0,True,83.33333333333333,6.0,0.4,0.2,0.3333333333333333,3.3333333333333335,7,0.4,84.6,0.0,17.066666666666666,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.0,11.0,0.3333333333333333,0.0,2.4,1.6,0.0,11.8,3.0,17.0
83.0,5.333333333333333,59.2,283,75,0.0,1.0,1.0,9.879999999999999,68.66666666666667,33.32000000000001,5.8,86.0,False,83.33333333333333,11.666666666666666,0.8,0.2,1.0,7.0,8,0.8,85.8,0.0,39.266666666666666,3.0,0.3333333333333333,1.3333333333333333,0.0,23.666666666666668,1.0,0.0,4.0,2.4,0.6,20.6,5.0,2.0
83.0,4.0,50.2,283,76,0.0,1.0,1.2,8.78,57.333333333333336,31.120000000000005,5.8,86.0,True,83.33333333333333,9.866666666666669,0.8,0.2,1.0,7.0,9,0.8,85.8,0.0,36.93333333333333,2.3333333333333335,0.0,1.3333333333333333,0.0,25.0,1.0,0.0,3.6,2.0,0.6,21.0,3.0,9.0
89.66666666666667,3.6666666666666665,50.6,283,78,0.0,2.0,1.0,8.84,61.666666666666664,31.76,6.4,85.8,True,89.66666666666667,11.433333333333335,0.8,0.2,1.3333333333333333,9.333333333333334,10,0.8,85.6,0.0,48.26666666666667,2.3333333333333335,0.0,1.3333333333333333,0.0,36.333333333333336,1.3333333333333333,0.0,3.6,2.2,1.2,22.8,3.0,2.0
89.66666666666667,1.0,44.8,283,80,0.0,1.0,0.8,8.559999999999999,19.0,32.32,6.4,85.8,False,89.66666666666667,4.666666666666668,0.8,0.4,0.3333333333333333,4.333333333333333,11,0.8,85.6,0.0,17.133333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,17.333333333333332,0.3333333333333333,0.0,3.0,1.8,1.2,24.2,3.0,1.0
0.0,0.0,0.0,284,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,284,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,284,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,284,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
5.0,0.0,1.4,284,54,0.0,0.0,0.0,0.42000000000000004,2.3333333333333335,0.6799999999999999,0.2,3.0,True,5.0,0.7000000000000001,0.0,0.2,0.0,0.3333333333333333,5,0.0,3.0,0.0,1.1333333333333333,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,4.0,4.0
10.0,0.6666666666666666,6.0,284,54,0.0,0.0,0.2,1.7,10.0,6.88,1.0,6.0,False,10.0,2.8333333333333335,0.2,0.4,0.3333333333333333,1.6666666666666667,6,0.2,6.0,0.0,11.466666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,9.333333333333334,0.3333333333333333,0.0,0.4,0.2,0.0,5.6,3.0,1.0
16.666666666666668,0.6666666666666666,6.0,284,54,0.0,0.0,0.6,1.7,10.0,6.88,1.2,10.0,True,16.666666666666668,2.8333333333333335,0.2,0.4,0.3333333333333333,2.0,7,0.2,10.0,0.0,11.466666666666667,0.3333333333333333,0.6666666666666666,1.0,0.0,10.0,0.3333333333333333,0.0,0.4,0.2,0.0,6.0,3.0,1.0
20.333333333333332,0.6666666666666666,7.8,284,54,0.0,0.0,0.8,2.2199999999999998,10.666666666666666,7.5200000000000005,1.4,15.2,False,20.333333333333332,3.0,0.2,0.6,0.3333333333333333,2.0,8,0.2,15.2,0.0,11.4,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.0,10.0,0.3333333333333333,0.0,0.4,0.2,0.0,6.6,5.0,1.0
25.666666666666668,0.3333333333333333,11.6,284,54,0.0,0.0,0.8,2.96,9.333333333333334,8.72,1.6,21.4,True,25.666666666666668,2.1,0.2,0.8,0.0,1.0,9,0.2,21.4,0.0,3.0666666666666664,0.3333333333333333,0.6666666666666666,1.0,0.0,3.6666666666666665,0.0,0.0,0.6,0.4,0.0,7.8,3.0,0.0
19.0,0.3333333333333333,10.2,284,54,0.0,0.0,0.8,2.54,9.333333333333334,8.040000000000001,1.4,18.4,True,19.0,2.1,0.2,0.6,0.0,0.6666666666666666,10,0.2,18.4,0.0,3.0666666666666664,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,3.0,0.0,0.0,0.6,0.4,0.0,7.2,3.0,0.0
10.333333333333334,0.3333333333333333,5.6,284,54,0.0,0.0,0.6,1.2600000000000002,6.333333333333333,1.8399999999999999,0.6,15.4,False,10.333333333333334,1.2333333333333334,0.0,0.4,0.0,0.3333333333333333,11,0.0,15.4,0.0,2.0,0.3333333333333333,0.3333333333333333,0.0,0.0,2.0,0.0,0.0,0.2,0.2,0.0,2.2,3.0,1.0
0.0,0.0,0.0,285,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
1.0,0.0,0.0,285,50,0.0,0.0,0.0,0.1,0.0,1.0,0.5,4.0,False,4.0,0.1,0.0,0.0,0.0,0.5,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
0.6666666666666666,0.0,0.0,285,50,0.0,0.0,0.0,0.06666666666666667,0.0,0.6666666666666666,0.3333333333333333,2.6666666666666665,True,2.6666666666666665,0.06666666666666667,0.0,0.0,0.0,0.3333333333333333,3,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
0.6666666666666666,0.0,0.0,285,50,0.0,0.0,0.0,0.05,0.0,0.5,0.25,2.0,False,2.6666666666666665,0.06666666666666667,0.0,0.0,0.0,0.3333333333333333,4,0.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,0.0
0.0,0.0,0.0,285,50,0.0,0.0,0.0,0.04,0.0,0.4,0.2,1.6,True,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,4.0,0.0
0.0,0.0,0.0,285,50,0.0,0.0,0.0,0.04,0.0,0.4,0.2,1.6,False,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3.0,0.0
0.0,0.0,0.0,285,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,285,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
0.0,0.0,0.0,285,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,285,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,285,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,286,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,286,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,286,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,286,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,286,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
0.0,0.0,0.0,286,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,286,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,286,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
0.0,0.0,0.0,286,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,286,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,286,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
